open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,upper_band,middle_band,lower_band,macd_line,signal_line,histogram,adx,plus_di,minus_di,rsi,cci,momentum,obv,mfi,stoch_k,stoch_d,cmf
2018-04-02,378.58,419.08,362.54,400.4,715369.80224,1523231999999,276796640.0285947,646777,370970.20448,143599936.9529244,1305.2343987378385,751.6565,198.07860126216144,63.363949412269335,184.688633002494,-121.32468359022465,28.148748979425203,17.65257084559456,27.245602296249988,41.870738741769934,-107.60779842485249,-851.5600000000001,-4249252.376759999,35.85572344105196,4.016249653771582,4.488798799554915,0.03239083035528159
2018-04-09,400.4,535.0,387.1,533.88,1051295.44518,1523836799999,489259243.7697406,874243,529050.10445,246050202.1706503,1302.2005930059238,755.2085,208.21640699407612,50.19596184608713,157.79009877121263,-107.5941369251255,26.882749559754853,20.914205496710778,25.782191455295973,46.975110514104955,-80.91018595395299,-289.67999999999995,-3197956.9315799996,35.40898390737152,16.340134798264245,7.452682116148047,0.08769990979417999
2018-04-16,533.88,643.49,497.31,620.92,852000.58094,1524441599999,479005266.0817316,798979,420149.83545,236106123.5859293,1297.2384115522627,763.2395,229.2405884477372,46.25049054100316,135.48217712517072,-89.23168658416756,25.050186130566804,23.796755501122618,24.387914693272684,50.054944869412445,-52.3638765185806,-188.07000000000005,-2345956.35064,31.618666638181477,25.727176169084903,15.361186873706862,0.11727378124021803
2018-04-23,620.67,712.99,593.83,690.85,1104058.97603,1525046399999,725688589.0854167,1075376,552207.07035,363282171.7023818,1289.1953613228466,776.4145000000001,263.6336386771535,48.21069974025647,118.02788164818787,-69.8171819079314,23.566173688632745,25.361656482257473,23.282595349161276,52.44481757054881,-32.234276898686055,-220.14999999999998,-1241897.3746099998,42.71539009612291,36.29496793826758,26.12075963520553,0.15181375137269987
2018-04-30,690.85,839.99,627.58,794.3,1036650.04606,1525651199999,770315733.6591272,975224,525949.55063,391542016.2605501,1292.5942583515607,780.7475000000001,268.9007416484395,57.44948814718987,105.91220294798828,-48.46271480079841,22.84872977291775,28.117327420954446,21.41904017026053,55.813236607216865,-4.238469166400399,-46.8900000000001,-205247.32854999986,40.5249809969825,48.49277708178582,36.83830706304605,0.16539104297639615
2018-05-07,794.3,799.14,633.2,729.08,1153492.95325,1526255999999,828769721.5971868,1031743,552741.27252,397210848.5888079,1293.670812710337,784.3015,274.9321872896631,58.83042506832362,96.49584737205535,-37.66542230373173,22.1825318511824,26.343370701663353,20.067686620118966,53.25228432707565,-17.03536332324141,-137.57999999999993,-1358740.2818,42.39517817686797,59.87451737451738,48.22075413152354,0.17466875605437915
2018-05-14,729.08,743.9,656.0,716.16,817659.25411,1526860799999,575274321.3504186,806223,409023.41309,287960778.785807,1293.1909658272036,783.4105000000001,273.63003417279657,58.21126823937345,88.83893154551897,-30.62766330614552,21.56391949528529,25.42818990138628,19.370525967873718,52.736060125213946,-22.558114666064853,-4.690000000000055,-2176399.53591,47.06553507799338,57.796010296010294,55.387768250771124,0.17199729175473033
2018-05-21,716.16,720.46,550.0,570.4,948926.78252,1527465599999,581935378.5469328,845752,460567.19533,281981325.7083667,1248.543412737491,755.7760000000001,263.0085872625092,45.435219233906764,80.15818908319653,-34.72296984928977,20.247584668424185,23.70810201685984,22.266685794596867,47.17940883315597,-50.58555070037548,33.39999999999998,-3125326.31843,37.45248621359041,35.34183082271147,51.00411949774634,0.10233957715800003
2018-05-28,570.81,628.81,506.11,619.66,812736.78468,1528070399999,458417584.9460195,697323,404273.07897,227720024.0687192,1133.3242543166307,719.409,305.4937456833692,38.83728660302654,71.89400858716253,-33.05672198413599,18.866155849558037,22.526850369746796,22.93949436887593,49.13018028926428,-55.20212012637128,95.91999999999996,-2312589.53375,38.63035144296299,48.60615253704286,47.247997885254826,0.10826604869792245
2018-06-04,619.66,625.47,501.13,524.11,594206.95569,1528675199999,346484123.2716781,540773,289659.34786,168957889.5063914,1086.1950803102359,693.1645000000001,300.1339196897643,25.60315378278665,62.635837626287355,-37.032683843500706,17.61714184811043,21.365128582527365,21.963039902386917,45.61135972540708,-62.931088487193804,145.53000000000003,-2906796.4894399997,34.452325839982386,32.47742060794407,38.80846798923275,0.09956402160438291
2018-06-11,524.64,538.88,449.06,497.14,1100916.41379,1529279999999,550405632.9430166,840770,579363.36185,289901608.1986047,962.0342360987225,655.4235000000001,348.81276390127766,12.79130437909123,52.66693097684813,-39.8756265977569,16.81620072306453,20.54104535963249,23.35193707383956,44.6395012299916,-81.40834185702914,96.74000000000001,-4007712.9032299994,33.71948684765143,29.029787410213416,36.704453518400065,0.057584655281411344
2018-06-18,497.15,548.2,419.53,454.41,1001118.9147,1529884799999,493785860.9797782,832065,506292.74182,250316054.9868734,945.3079127786568,636.9660000000001,328.6240872213434,-0.8009001893776713,41.97336474360297,-42.77426493298064,16.274198795441542,19.387395631068408,23.329373280808433,43.07355320033149,-84.90493307948233,-79.46999999999997,-5008831.817929999,33.37385999583656,20.184644683185336,27.230617567114226,0.09181279385815307
2018-06-25,454.29,474.47,404.48,452.1,846302.28807,1530489599999,372743985.5987092,671183,441587.60858,194531048.4842265,926.8838543109212,619.1215000000001,311.35914568907907,-11.625209749410374,31.253649845000304,-42.87885959441068,15.876541062237587,18.769868514518677,23.27120194788532,42.98576292303552,-92.5134767016395,-168.81999999999994,-5855134.105999999,33.660733844444394,19.70647291394979,22.97363500244947,0.07147165382721815
2018-07-02,452.14,495.98,444.16,486.77,925993.61335,1531094399999,436169462.3787256,744308,496057.76305,233507723.3312262,879.6594063170338,597.9100000000001,316.16059368296635,-17.207615134058074,21.561396849188625,-38.7690119832467,15.313848917947867,19.333072626827423,22.694821254566214,44.80407848463263,-71.02009756648879,-204.08000000000004,-4929140.4926499985,39.905094769913255,26.019478479421924,21.970198692185637,0.09446278481209679
2018-07-09,486.55,488.98,416.94,449.78,1017062.08356,1531699199999,449644140.9315955,677697,553379.11917,244303874.8968548,843.6735871034111,578.3395000000002,313.0054128965892,-24.335965619077683,12.381924355535363,-36.717889974613044,15.00335673025099,18.6418152353032,23.23435764905981,43.220319525793926,-80.11125801270548,-344.52,-5946202.576209999,38.97360151296612,13.840005299300039,19.855318897557204,0.1054580052411981
2018-07-16,449.79,515.47,440.0,457.47,1091022.57425,1532303999999,518572912.6481933,800106,584808.99732,278100305.1825329,792.4518616543785,557.8800000000001,323.3081383456217,-29.03007536524308,4.099524411379674,-33.129599776622754,14.45581024430848,19.27997934015106,22.333450443863953,43.666147870636124,-61.99961397206598,-271.61,-4855180.001959998,39.00266394211322,12.16734403343207,17.34227593738463,0.0683061871942798
2018-07-23,457.47,485.77,447.11,466.4,1103214.93743,1532908799999,517184670.5408435,695134,604512.01797,283534433.8382975,770.4093238660922,545.1575,319.90567613390783,-31.664604934287354,-3.053301457753732,-28.61130347653362,13.947374221647578,18.876207237119583,21.86573084237617,44.21393305063495,-59.743524254151886,-249.76,-3751965.064529998,32.3747922749927,14.217813597850785,13.408387643527584,0.07435913593599651
2018-07-30,466.4,469.79,396.61,408.79,1322055.51631,1533513599999,559830059.5449172,750897,745292.46145,315672951.2944235,771.7275059742145,538.7470000000001,305.7664940257856,-37.96351436947259,-10.035344040097504,-27.928170329375085,13.921585660666777,18.10334205636671,23.795915251947974,41.415983330059085,-82.76345456631839,-161.60999999999996,-5074020.580839998,23.270874374341297,2.7470792548152843,9.710745628699334,0.040934703401744967
2018-08-06,408.77,413.28,304.45,317.89,1628951.45513,1534118399999,582744851.8432515,940113,917321.92868,328348772.9802629,780.5788637949356,528.4545,276.3301362050645,-49.71720678314222,-17.971716588706446,-31.74549019443577,14.619945974573872,16.989290824416827,27.542782024982,37.39489372193205,-124.64634519459182,-301.77,-6702972.035969998,13.18044126183624,2.716852978633083,6.560581943766337,0.0027532440043472857
2018-08-13,317.96,321.99,250.0,299.42,2482234.79159,1534723199999,720057266.2090764,1136036,1373692.26297,399235323.3499576,788.1305627669362,524.4965000000001,260.8624372330639,-59.832752613987225,-26.343923793762603,-33.488828820224626,15.64610216923989,16.275786486913503,29.56254651960381,36.61695446160739,-149.72580733901663,-224.69,-9185206.827559998,13.383867905832764,10.006074104069652,5.156668779172626,0.08740280540468039
2018-08-20,299.3,304.04,259.5,274.29,1882848.41639,1535327999999,524223472.0923997,887972,1061341.148,295396150.2403809,798.8768599858583,518.1910000000001,237.50514001414194,-69.08085544312229,-34.89131012363454,-34.18954531948775,16.598961492858336,15.832749058210227,28.75783489436241,35.533812286413145,-146.69766820404826,-222.84999999999997,-11068055.243949998,13.480104447883878,5.163031926199894,5.961986336300829,0.0444952889317753
2018-08-27,274.17,302.0,271.59,295.41,2011520.42595,1535932799999,575277328.9005522,931502,1126248.16118,321923578.3209766,803.0720121540448,506.2675000000002,209.46298784595552,-73.85448751218115,-42.683945601343865,-31.170541910837287,17.48375943621832,15.522079129470765,28.19354915443906,37.21473251708291,-124.94437292507375,-159.0,-9056534.817999998,21.709622806928486,11.987539927668232,9.052215319312547,0.04709119439419486
2018-09-03,295.51,296.62,185.02,195.81,2833081.76826,1536537599999,674959160.9312342,1122752,1523800.56189,365264519.2258317,805.8444578717068,485.01200000000017,164.17954212829352,-84.69816520147589,-51.08678952137027,-33.61137568010562,18.918928150889432,14.404988847886461,31.747186186906433,32.86290941488729,-144.95273529297776,-256.29,-11889616.586259998,21.216873241256884,2.4497672834600954,6.53344637910936,-0.06831058128277444
2018-09-10,196.13,227.42,167.32,220.17,3839317.7231,1537142399999,774117806.0103307,1189784,1985719.21493,400852423.8239412,787.472585758722,461.4780000000002,135.4834142412784,-90.28545495574986,-58.92652260824619,-31.358932347503668,20.3672617940821,13.827840186311619,31.65518404969523,34.86898282360327,-141.88606899608158,-266.6,-8050298.863159998,19.95005942308383,13.875761394664982,9.43768953526439,0.01626383902426773
2018-09-17,220.24,255.13,192.4,244.5,3979103.65229,1537747199999,871458586.3623357,1164773,2042907.06684,446755503.3778833,734.8392311824582,433.98800000000017,133.1367688175422,-91.6932123990614,-65.47986056640923,-26.213351832652165,21.295487084113773,15.13559023620184,30.290997267810287,36.89705515300158,-114.12769333202156,-205.27999999999997,-4071195.210869998,30.393291178920386,20.263600084015962,12.196376254046967,0.07972001928488516
2018-09-24,244.54,246.2,203.61,232.94,3911449.60008,1538351999999,872444376.1993046,1305142,2116844.51845,471901392.4969277,689.7484896990045,409.18100000000015,128.61351030099587,-92.67338461363238,-70.91856537585386,-21.75481923777852,22.157410567714614,14.673239001606902,29.3656894492631,36.31839623596076,-102.18900799351673,-224.53000000000003,-7982644.810949998,28.90591745723046,18.848197615970125,17.66251969821698,0.11124345821531985
