open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,upper_band,middle_band,lower_band,macd_line,signal_line,histogram,adx,plus_di,minus_di,rsi,cci,momentum,obv,mfi,stoch_k,stoch_d,cmf
2021-12-27,3.825e-05,3.948e-05,3.262e-05,3.401e-05,44686475163089.0,1641167999999,1581234585.104011,2628039,21986863972564.0,778112418.4359331,6.533766182217137e-05,2.8970500000000013e-05,-7.396661822171344e-06,7.835254161294182e-06,9.004226347489973e-06,-1.1689721861957907e-06,57.65421131603675,31.41737566153533,7.958798082719262,53.169416848776976,26.62779993646784,-2.040000000000001e-06,1549785683306111.0,62.76517755729816,33.272148800783164,33.917003574120315,0.05899800718112102
2022-01-03,3.401e-05,3.41e-05,2.641e-05,2.825e-05,41021575623993.0,1641772799999,1240594025.413116,2507901,20367501387178.0,616186384.1325592,6.507814953678447e-05,2.9973000000000013e-05,-5.132149536784442e-06,6.847586535758941e-06,8.572898385143767e-06,-1.725311849384826e-06,56.66913431911407,29.82883477074811,11.639516535472485,48.84059505580217,-2.4883887245314193,-3.872000000000001e-05,1508764107682118.0,62.01689596353249,24.956435150609902,32.28073455771361,0.07030600226521011
2022-01-10,2.826e-05,3.29e-05,2.537e-05,3.049e-05,52485624023225.0,1642377599999,1570870724.884413,2877698,25975234672892.0,776957908.1600413,6.464540262342581e-05,3.1141500000000013e-05,-2.362402623425785e-06,6.1744271535218285e-06,8.09320413881938e-06,-1.918776985297551e-06,55.57512000235007,28.318899976672252,11.74945827873987,50.527467226230605,-8.227212916400415,-2.641e-05,1561249731705343.0,53.22710257824858,10.979911056586415,23.069498335993202,0.08626058378789243
2022-01-17,3.049e-05,3.058e-05,1.704e-05,2.246e-05,76885936935176.0,1642982399999,1789342140.6214995,3178878,38178429656818.0,887373621.0887061,6.388574279539102e-05,3.188800000000001e-05,-1.0974279539100005e-07,4.936089436344352e-06,7.461781198324374e-06,-2.5256917619800217e-06,53.238432095373796,25.79079552064799,16.19273514727321,44.82189609778407,-46.34557323595843,-3.0680000000000004e-05,1484363794770167.0,48.67954558728436,7.580419580419578,14.505588595872007,0.06988813077596776
2022-01-24,2.246e-05,2.353e-05,1.865e-05,2.11e-05,64631079679889.0,1643587199999,1358327605.8400326,2551389,32135337756909.0,675950028.0849116,6.293218574703701e-05,3.259850000000002e-05,2.2648142529630192e-06,3.8011400632127807e-06,6.729652971302055e-06,-2.9285129080892745e-06,51.06865046746725,24.92707008282164,15.650445660952887,43.91738048134109,-66.38601281905409,-2.301e-05,1419732715090278.0,42.5051919468934,5.67832167832168,8.079550771775933,0.06536820480295952
2022-01-31,2.11e-05,2.9e-05,2.005e-05,2.849e-05,48767912020317.0,1644191999999,1136282248.244805,2569912,24388042049699.0,568728752.7569525,6.18875584351236e-05,3.361900000000002e-05,5.350441564876441e-06,3.458132547930632e-06,6.075348886627771e-06,-2.6172163386971385e-06,49.5530542626311,27.17236835968983,14.679468111087324,49.84072885023079,-48.126530423667475,-1.0620000000000003e-05,1468500627110595.0,7.665437303285069,19.77547495682211,11.011405405187832,0.07280545180348473
2022-02-07,2.848e-05,3.523e-05,2.707e-05,3.013e-05,137977935028104.0,1644796799999,4326038221.595496,7945737,68567339131506.0,2151509001.188871,6.037500622449099e-05,3.4770500000000015e-05,9.165993775509039e-06,3.2808117590579447e-06,5.516441461113805e-06,-2.2356297020558608e-06,48.64684666614856,29.995969922161237,13.83659259209151,51.075674722613876,-27.826928393696473,-6.090000000000001e-06,1606478562138699.0,19.392593377077503,31.19637750238323,18.883391379175716,0.07023273424113628
2022-02-14,3.013e-05,3.253e-05,2.489e-05,2.547e-05,64633848833775.0,1645401599999,1893488908.7561219,3255218,31909852536532.0,935175151.9630291,5.8691152725506494e-05,3.561700000000001e-05,1.2542847274493522e-05,2.732759155137086e-06,4.959704999918462e-06,-2.2269458447813757e-06,47.4503027952509,28.35439257144404,14.64093340005903,47.49724971214601,-62.243931387877616,-1.1090000000000004e-05,1541844713304924.0,21.873414419258005,21.64313222079589,24.204994893333787,0.046475544154755334
2022-02-21,2.547e-05,2.755e-05,2.071e-05,2.342e-05,101256406806348.0,1646006399999,2465753959.6042175,3688660,51489242572201.0,1254915714.1095858,5.8807361420320505e-05,3.5481500000000016e-05,1.215563857967953e-05,2.108697893886989e-06,4.389503578712167e-06,-2.280805684825178e-06,45.681964306250094,26.933259382325296,16.970036789702153,45.97137821755483,-91.18762107667082,-7.349999999999999e-06,1440588306498576.0,23.718806613111827,17.099973197534172,23.31316097357114,-0.06575558755499668
2022-02-28,2.343e-05,2.861e-05,2.28e-05,2.352e-05,61420543282513.0,1646611199999,1557898364.287129,2416385,30730065086350.0,780105327.125079,5.894637504190704e-05,3.5270500000000014e-05,1.1594624958092988e-05,1.6037074710399097e-06,3.8323443571777156e-06,-2.228636886137806e-06,44.143174477806326,26.552357523801124,16.22610448770941,46.06240556609399,-81.00701841114349,-1.4720000000000001e-05,1502008849781089.0,31.59796649345865,17.36799785580273,18.70370109137764,-0.0911418649654699
2022-03-07,2.352e-05,2.46e-05,2.12e-05,2.15e-05,39274991458688.0,1647215999999,901313270.4027246,1644177,19111186397228.0,438896467.2370376,5.896090007351159e-05,3.454300000000001e-05,1.0125099926488432e-05,1.0286442340965888e-06,3.2716043325614903e-06,-2.2429600984649015e-06,42.45276216000483,25.83850982510744,17.055027701501576,44.43386656844567,-89.74530008484662,-1.251e-05,1462733858322401.0,39.567358456259996,19.535698642137543,18.001223231824856,-0.12052610556696931
2022-03-14,2.15e-05,2.555e-05,2.124e-05,2.311e-05,47100145026321.0,1647820799999,1079011736.2631712,1777137,23944776375570.0,548818752.4595147,5.217012815296606e-05,3.2350000000000014e-05,1.2529871847033971e-05,6.948067210031406e-07,2.75624481024982e-06,-2.0614380892466796e-06,40.98823843424212,25.704096190277166,16.451240149415536,46.070447747900296,-79.8143807135169,-5.139999999999998e-06,1509834003348722.0,46.39534817572066,26.587823039859835,21.163839845933413,-0.21526182638413713
2022-03-21,2.311e-05,2.567e-05,2.23e-05,2.557e-05,50402223611754.0,1648425599999,1219608929.7122645,1894799,25721577940301.0,622953587.6329191,4.726606566800195e-05,3.0783500000000015e-05,1.4300934331998077e-05,6.215744048073825e-07,2.329310729161333e-06,-1.7077363243539503e-06,39.64232662895516,25.06310303076335,15.97501714236291,48.56328821988791,-65.89689197441587,-4.92e-06,1560236226960476.0,52.66854904540321,37.36311870346036,27.828880128485952,-0.19198271304986567
